<source_id>,<source_type>,<dest_id>,<dest_type>,<link_type>,<link_traffic>,<link_saturation>,<stalled_chunks>
109,R,438,T,CN,21504,0.000000,0
109,R,439,T,CN,21504,0.000000,0
110,R,104,R,L,0,0.000000,0
110,R,105,R,L,0,0.000000,0
110,R,106,R,L,0,0.000000,0
110,R,107,R,L,0,0.000000,0
110,R,108,R,L,0,0.000000,0
110,R,109,R,L,0,0.000000,0
110,R,111,R,L,0,0.000000,0
110,R,41,R,G,0,0.000000,0
110,R,49,R,G,0,0.000000,0
110,R,57,R,G,0,0.000000,0
110,R,65,R,G,0,0.000000,0
110,R,440,T,CN,21504,0.000000,0
110,R,441,T,CN,21504,0.000000,0
110,R,442,T,CN,21504,0.000000,0
110,R,443,T,CN,21504,0.000000,0
111,R,104,R,L,86016,123.335064,9
111,R,105,R,L,86016,572.021960,9
111,R,106,R,L,86016,1068.474170,12
111,R,107,R,L,86016,682.159001,8
111,R,108,R,L,86016,39.263797,6
111,R,109,R,L,86016,1198.149436,12
111,R,110,R,L,86016,1635.250795,12
111,R,72,R,G,0,0.000000,0
111,R,80,R,G,0,0.000000,0
111,R,88,R,G,0,0.000000,0
111,R,96,R,G,0,0.000000,0
111,R,444,T,CN,21504,0.000000,0
111,R,445,T,CN,21504,0.000000,0
111,R,446,T,CN,2500001910,824504.318344,14806
111,R,447,T,CN,2500001910,266281.675572,12332
448,T,112,R,CN,167256064,20928255.089714,38538
449,T,112,R,CN,167256064,20942835.768628,38542
450,T,112,R,CN,167256064,20952237.221483,38543
451,T,112,R,CN,167256064,20960207.765777,38543
452,T,113,R,CN,167256064,20952268.552959,38543
453,T,113,R,CN,167256064,20928221.078466,38538
454,T,113,R,CN,167256064,20960239.260789,38543
455,T,113,R,CN,167256064,20942628.751379,38542
456,T,114,R,CN,167256064,20959089.917636,38543
457,T,114,R,CN,167256064,20998637.218599,38552
458,T,114,R,CN,167256064,20941479.803325,38542
459,T,114,R,CN,167256064,20951119.133613,38543
460,T,115,R,CN,167256064,21562352.945729,38542
461,T,115,R,CN,167256064,21570221.534172,38543
462,T,115,R,CN,167256064,22970999.692193,38543
463,T,115,R,CN,167256064,23462089.533726,38778
464,T,116,R,CN,167256064,21238496.775342,38542
465,T,116,R,CN,167256064,21247420.980740,38543
466,T,116,R,CN,167256064,21226472.539752,38538
467,T,116,R,CN,167256064,21253484.588745,38543
468,T,117,R,CN,167256064,21239168.789887,38542
469,T,117,R,CN,167256064,21253918.473579,38543
470,T,117,R,CN,167256064,21247854.884336,38543
471,T,117,R,CN,167256064,21226906.555222,38538
472,T,118,R,CN,167256064,21241067.691602,38542
473,T,118,R,CN,167256064,21255578.318075,38543
474,T,118,R,CN,167256064,21249753.624278,38543
475,T,118,R,CN,167256064,21228805.080842,38538
476,T,119,R,CN,167256064,229041.915812,961
477,T,119,R,CN,167256064,232389.589587,1205
478,T,119,R,CN,10321920,1914.572168,44
479,T,119,R,CN,10321920,2437.980475,52
112,R,113,R,L,0,0.000000,0
112,R,114,R,L,0,0.000000,0
112,R,115,R,L,0,0.000000,0
112,R,116,R,L,0,0.000000,0
112,R,117,R,L,0,0.000000,0
112,R,118,R,L,666667176,24853786.585064,160720
112,R,119,R,L,0,0.000000,0
112,R,127,R,G,0,0.000000,0
112,R,135,R,G,0,0.000000,0
112,R,143,R,G,0,0.000000,0
112,R,151,R,G,0,0.000000,0
112,R,448,T,CN,21504,0.000000,0
112,R,449,T,CN,21504,0.000000,0
112,R,450,T,CN,21504,0.000000,0
112,R,451,T,CN,21504,0.000000,0
113,R,112,R,L,0,0.000000,0
113,R,114,R,L,0,0.000000,0
113,R,115,R,L,0,0.000000,0
113,R,116,R,L,0,0.000000,0
113,R,117,R,L,0,0.000000,0
113,R,118,R,L,666667176,24859867.683181,160720
113,R,119,R,L,0,0.000000,0
113,R,158,R,G,0,0.000000,0
113,R,166,R,G,0,0.000000,0
113,R,174,R,G,0,0.000000,0
113,R,182,R,G,0,0.000000,0
113,R,452,T,CN,21504,0.000000,0
113,R,453,T,CN,21504,0.000000,0
113,R,454,T,CN,21504,0.000000,0
113,R,455,T,CN,21504,0.000000,0
114,R,112,R,L,0,0.000000,0
114,R,113,R,L,0,0.000000,0
114,R,115,R,L,0,0.000000,0
114,R,116,R,L,0,0.000000,0
114,R,117,R,L,0,0.000000,0
114,R,118,R,L,666667176,24863256.092573,160724
114,R,119,R,L,0,0.000000,0
114,R,189,R,G,0,0.000000,0
114,R,197,R,G,0,0.000000,0
114,R,205,R,G,0,0.000000,0
114,R,213,R,G,0,0.000000,0
114,R,456,T,CN,21504,0.000000,0
114,R,457,T,CN,21504,0.000000,0
114,R,458,T,CN,21504,0.000000,0
114,R,459,T,CN,21504,0.000000,0
115,R,112,R,L,0,0.000000,0
115,R,113,R,L,0,0.000000,0
115,R,114,R,L,0,0.000000,0
115,R,116,R,L,0,0.000000,0
115,R,117,R,L,0,0.000000,0
115,R,118,R,L,666667176,25404266.813705,160880
115,R,119,R,L,0,0.000000,0
115,R,220,R,G,0,0.000000,0
115,R,228,R,G,0,0.000000,0
115,R,236,R,G,0,0.000000,0
115,R,244,R,G,0,0.000000,0
115,R,460,T,CN,21504,0.000000,0
115,R,461,T,CN,21504,0.000000,0
115,R,462,T,CN,21504,0.000000,0
115,R,463,T,CN,21504,0.000000,0
116,R,112,R,L,0,0.000000,0
116,R,113,R,L,0,0.000000,0
116,R,114,R,L,0,0.000000,0
116,R,115,R,L,0,0.000000,0
116,R,117,R,L,0,0.000000,0
116,R,118,R,L,666667176,25223461.994332,160720
116,R,119,R,L,0,0.000000,0
116,R,3,R,G,0,0.000000,0
116,R,11,R,G,0,0.000000,0
116,R,251,R,G,0,0.000000,0
116,R,259,R,G,0,0.000000,0
116,R,464,T,CN,21504,0.000000,0
116,R,465,T,CN,21504,0.000000,0
116,R,466,T,CN,21504,0.000000,0
116,R,467,T,CN,21504,0.000000,0
117,R,112,R,L,0,0.000000,0
117,R,113,R,L,0,0.000000,0
117,R,114,R,L,0,0.000000,0
117,R,115,R,L,0,0.000000,0
117,R,116,R,L,0,0.000000,0
117,R,118,R,L,666667176,25223712.356376,160720
117,R,119,R,L,0,0.000000,0
117,R,18,R,G,0,0.000000,0
117,R,26,R,G,0,0.000000,0
117,R,34,R,G,0,0.000000,0
117,R,42,R,G,0,0.000000,0
117,R,468,T,CN,21504,0.000000,0
117,R,469,T,CN,21504,0.000000,0
117,R,470,T,CN,21504,0.000000,0
117,R,471,T,CN,21504,0.000000,0
118,R,112,R,L,0,0.000000,0
118,R,113,R,L,0,0.000000,0
118,R,114,R,L,0,0.000000,0
118,R,115,R,L,0,0.000000,0
118,R,116,R,L,0,0.000000,0
118,R,117,R,L,0,0.000000,0
118,R,119,R,L,0,0.000000,0
118,R,49,R,G,0,0.000000,0
118,R,57,R,G,0,0.000000,0
118,R,65,R,G,0,0.000000,0
118,R,73,R,G,0,0.000000,0
118,R,472,T,CN,21504,0.000000,0
118,R,473,T,CN,21504,0.000000,0
118,R,474,T,CN,21504,0.000000,0
118,R,475,T,CN,21504,0.000000,0
119,R,112,R,L,86016,121.338027,7
119,R,113,R,L,86016,1050.903676,12
119,R,114,R,L,86016,1272.393128,12
119,R,115,R,L,86016,65.537637,12
119,R,116,R,L,86016,1431.582091,12
119,R,117,R,L,86016,1068.474170,12
119,R,118,R,L,86016,189.752491,12
119,R,80,R,G,0,0.000000,0
119,R,88,R,G,0,0.000000,0
119,R,96,R,G,0,0.000000,0
119,R,104,R,G,0,0.000000,0
119,R,476,T,CN,21504,0.000000,0
119,R,477,T,CN,21504,0.000000,0
119,R,478,T,CN,2500001910,826916.691957,14824
119,R,479,T,CN,2500001910,199843.598590,11882
480,T,120,R,CN,167256064,20952434.274358,38543
481,T,120,R,CN,167256064,20943032.766816,38542
482,T,120,R,CN,167256064,20960404.919999,38543
483,T,120,R,CN,167256064,20999475.839793,38552
484,T,121,R,CN,167256064,20953106.523168,38543
485,T,121,R,CN,167256064,20929058.762235,38538
486,T,121,R,CN,167256064,20943705.158702,38542
487,T,121,R,CN,167256064,20960839.464108,38543
488,T,122,R,CN,167256064,20929526.832576,38538
489,T,122,R,CN,167256064,20943912.453807,38542
490,T,122,R,CN,167256064,20961284.064478,38543
491,T,122,R,CN,167256064,20953552.283579,38543
492,T,123,R,CN,167256064,22965069.543339,38543
493,T,123,R,CN,167256064,21555219.373394,38542
494,T,123,R,CN,167256064,21543717.762903,38538
495,T,123,R,CN,167256064,23526732.653212,38783
496,T,124,R,CN,167256064,21254189.644477,38543
497,T,124,R,CN,167256064,21248603.108490,38543
498,T,124,R,CN,167256064,21238690.876544,38542
499,T,124,R,CN,167256064,21226190.382563,38538
500,T,125,R,CN,167256064,21226471.979456,38538
501,T,125,R,CN,167256064,21238972.367210,38542
502,T,125,R,CN,167256064,21247419.984390,38543
503,T,125,R,CN,167256064,21253960.082100,38543
504,T,126,R,CN,167256064,21248118.010555,38543
505,T,126,R,CN,167256064,21252273.819324,38543
506,T,126,R,CN,167256064,21224078.990058,38538
507,T,126,R,CN,167256064,21237056.360283,38542
508,T,127,R,CN,167256064,232866.426745,1205
509,T,127,R,CN,167256064,229042.316657,961
510,T,127,R,CN,10321920,2133.551965,44
511,T,127,R,CN,10321920,2430.219322,52
120,R,121,R,L,0,0.000000,0
120,R,122,R,L,0,0.000000,0
120,R,123,R,L,0,0.000000,0
120,R,124,R,L,0,0.000000,0
120,R,125,R,L,0,0.000000,0
120,R,126,R,L,666667176,24863830.928696,160724
120,R,127,R,L,0,0.000000,0
120,R,135,R,G,0,0.000000,0
120,R,143,R,G,0,0.000000,0
120,R,151,R,G,0,0.000000,0
120,R,159,R,G,0,0.000000,0
120,R,480,T,CN,21504,0.000000,0
120,R,481,T,CN,21504,0.000000,0
120,R,482,T,CN,21504,0.000000,0
120,R,483,T,CN,21504,0.000000,0
121,R,120,R,L,0,0.000000,0
121,R,122,R,L,0,0.000000,0
121,R,123,R,L,0,0.000000,0
121,R,124,R,L,0,0.000000,0
121,R,125,R,L,0,0.000000,0
121,R,126,R,L,666667176,24861829.936522,160720
121,R,127,R,L,0,0.000000,0
121,R,166,R,G,0,0.000000,0
121,R,174,R,G,0,0.000000,0
121,R,182,R,G,0,0.000000,0
121,R,190,R,G,0,0.000000,0
121,R,484,T,CN,21504,0.000000,0
121,R,485,T,CN,21504,0.000000,0
121,R,486,T,CN,21504,0.000000,0
121,R,487,T,CN,21504,0.000000,0
122,R,120,R,L,0,0.000000,0
122,R,121,R,L,0,0.000000,0
122,R,123,R,L,0,0.000000,0
122,R,124,R,L,0,0.000000,0
122,R,125,R,L,0,0.000000,0
122,R,126,R,L,666667176,24863334.527268,160720
122,R,127,R,L,0,0.000000,0
122,R,197,R,G,0,0.000000,0
122,R,205,R,G,0,0.000000,0
122,R,213,R,G,0,0.000000,0
122,R,221,R,G,0,0.000000,0
122,R,488,T,CN,21504,0.000000,0
122,R,489,T,CN,21504,0.000000,0
122,R,490,T,CN,21504,0.000000,0
122,R,491,T,CN,21504,0.000000,0
123,R,120,R,L,0,0.000000,0
123,R,121,R,L,0,0.000000,0
123,R,122,R,L,0,0.000000,0
123,R,124,R,L,0,0.000000,0
123,R,125,R,L,0,0.000000,0
123,R,126,R,L,666667176,25357909.875129,160880
123,R,127,R,L,0,0.000000,0
123,R,228,R,G,0,0.000000,0
123,R,236,R,G,0,0.000000,0
123,R,244,R,G,0,0.000000,0
123,R,252,R,G,0,0.000000,0
123,R,492,T,CN,21504,0.000000,0
123,R,493,T,CN,21504,0.000000,0
123,R,494,T,CN,21504,0.000000,0
123,R,495,T,CN,21504,0.000000,0
124,R,120,R,L,0,0.000000,0
124,R,121,R,L,0,0.000000,0
124,R,122,R,L,0,0.000000,0
124,R,123,R,L,0,0.000000,0
124,R,125,R,L,0,0.000000,0
124,R,126,R,L,666667176,25220228.343009,160720
124,R,127,R,L,0,0.000000,0
124,R,3,R,G,0,0.000000,0
124,R,11,R,G,0,0.000000,0
124,R,19,R,G,0,0.000000,0
124,R,259,R,G,0,0.000000,0
124,R,496,T,CN,21504,0.000000,0
124,R,497,T,CN,21504,0.000000,0
124,R,498,T,CN,21504,0.000000,0
124,R,499,T,CN,21504,0.000000,0
125,R,120,R,L,0,0.000000,0
125,R,121,R,L,0,0.000000,0
125,R,122,R,L,0,0.000000,0
125,R,123,R,L,0,0.000000,0
125,R,124,R,L,0,0.000000,0
125,R,126,R,L,666667176,24705424.330782,160720
125,R,127,R,L,0,0.000000,0
125,R,26,R,G,0,0.000000,0
125,R,34,R,G,0,0.000000,0
125,R,42,R,G,0,0.000000,0
125,R,50,R,G,0,0.000000,0
125,R,500,T,CN,21504,0.000000,0
125,R,501,T,CN,21504,0.000000,0
125,R,502,T,CN,21504,0.000000,0
125,R,503,T,CN,21504,0.000000,0
126,R,120,R,L,0,0.000000,0
126,R,121,R,L,0,0.000000,0
126,R,122,R,L,0,0.000000,0
126,R,123,R,L,0,0.000000,0
126,R,124,R,L,0,0.000000,0
126,R,125,R,L,0,0.000000,0
126,R,127,R,L,0,0.000000,0
126,R,57,R,G,0,0.000000,0
126,R,65,R,G,0,0.000000,0
126,R,73,R,G,0,0.000000,0
126,R,81,R,G,0,0.000000,0
126,R,504,T,CN,21504,0.000000,0
126,R,505,T,CN,21504,0.000000,0
126,R,506,T,CN,21504,0.000000,0
126,R,507,T,CN,21504,0.000000,0
127,R,120,R,L,86016,1250.272197,12
127,R,121,R,L,86016,1015.610527,12
127,R,122,R,L,86016,80.746242,9
127,R,123,R,L,86016,818.249083,10
127,R,124,R,L,86016,755.673722,8
127,R,125,R,L,86016,1227.213799,12
127,R,126,R,L,86016,266.766168,7
127,R,88,R,G,0,0.000000,0
127,R,96,R,G,0,0.000000,0
127,R,104,R,G,0,0.000000,0
127,R,112,R,G,0,0.000000,0
127,R,508,T,CN,21504,0.000000,0
127,R,509,T,CN,21504,0.000000,0
127,R,510,T,CN,2500001910,829369.856292,14821
127,R,511,T,CN,2500001910,203123.594247,12324
512,T,128,R,CN,167256064,20942434.937055,38542
513,T,128,R,CN,167256064,20952052.111130,38543
514,T,128,R,CN,167256064,20928027.295655,38538
515,T,128,R,CN,167256064,20959784.459473,38543
516,T,129,R,CN,167256064,20958862.665323,38543
517,T,129,R,CN,167256064,20997933.316127,38552
518,T,129,R,CN,167256064,20950891.376266,38543
519,T,129,R,CN,167256064,20941252.273790,38542
520,T,130,R,CN,167256064,20927355.440117,38538
521,T,130,R,CN,167256064,20951403.018109,38543
522,T,130,R,CN,167256064,20941763.349120,38542
523,T,130,R,CN,167256064,20959373.795381,38543
524,T,131,R,CN,167256064,22914614.494449,38543
525,T,131,R,CN,167256064,21570284.702309,38543
526,T,131,R,CN,167256064,21551153.108830,38538
527,T,131,R,CN,167256064,23457090.258855,38782
528,T,132,R,CN,167256064,21247888.413311,38543
529,T,132,R,CN,167256064,21239917.748967,38542
530,T,132,R,CN,167256064,21225951.980891,38538
531,T,132,R,CN,167256064,21254666.853818,38543
532,T,133,R,CN,167256064,21246228.264258,38543
533,T,133,R,CN,167256064,21253007.176156,38543
534,T,133,R,CN,167256064,21237542.484627,38542
535,T,133,R,CN,167256064,21225280.452879,38538
536,T,134,R,CN,167256064,21248081.566650,38543
537,T,134,R,CN,167256064,21254144.987592,38543
538,T,134,R,CN,167256064,21239395.386952,38542
539,T,134,R,CN,167256064,21227178.138950,38538
540,T,135,R,CN,167256064,229042.137901,961
541,T,135,R,CN,167256064,232866.426745,1205
542,T,135,R,CN,10321920,1961.464527,44
543,T,135,R,CN,10321920,2429.873590,52
128,R,129,R,L,0,0.000000,0
128,R,130,R,L,0,0.000000,0
128,R,131,R,L,0,0.000000,0
128,R,132,R,L,0,0.000000,0
128,R,133,R,L,0,0.000000,0
128,R,134,R,L,666667176,24855245.599324,160720
128,R,135,R,L,0,0.000000,0
128,R,143,R,G,0,0.000000,0
128,R,151,R,G,0,0.000000,0
128,R,159,R,G,0,0.000000,0
128,R,167,R,G,0,0.000000,0
128,R,512,T,CN,21504,0.000000,0
128,R,513,T,CN,21504,0.000000,0
128,R,514,T,CN,21504,0.000000,0
128,R,515,T,CN,21504,0.000000,0
129,R,128,R,L,0,0.000000,0
129,R,130,R,L,0,0.000000,0
129,R,131,R,L,0,0.000000,0
129,R,132,R,L,0,0.000000,0
129,R,133,R,L,0,0.000000,0
129,R,134,R,L,666667176,24852180.146659,160724
129,R,135,R,L,0,0.000000,0
129,R,174,R,G,0,0.000000,0
129,R,182,R,G,0,0.000000,0
129,R,190,R,G,0,0.000000,0
129,R,198,R,G,0,0.000000,0
129,R,516,T,CN,21504,0.000000,0
129,R,517,T,CN,21504,0.000000,0
129,R,518,T,CN,21504,0.000000,0
129,R,519,T,CN,21504,0.000000,0
130,R,128,R,L,0,0.000000,0
130,R,129,R,L,0,0.000000,0
130,R,131,R,L,0,0.000000,0
130,R,132,R,L,0,0.000000,0
130,R,133,R,L,0,0.000000,0
130,R,134,R,L,666667176,24850640.104925,160720
130,R,135,R,L,0,0.000000,0
130,R,205,R,G,0,0.000000,0
130,R,213,R,G,0,0.000000,0
130,R,221,R,G,0,0.000000,0
130,R,229,R,G,0,0.000000,0
130,R,520,T,CN,21504,0.000000,0
130,R,521,T,CN,21504,0.000000,0
130,R,522,T,CN,21504,0.000000,0
130,R,523,T,CN,21504,0.000000,0
131,R,128,R,L,0,0.000000,0
131,R,129,R,L,0,0.000000,0
131,R,130,R,L,0,0.000000,0
131,R,132,R,L,0,0.000000,0
131,R,133,R,L,0,0.000000,0
131,R,134,R,L,666667176,25372090.048115,160880
131,R,135,R,L,0,0.000000,0
131,R,236,R,G,0,0.000000,0
131,R,244,R,G,0,0.000000,0
131,R,252,R,G,0,0.000000,0
131,R,260,R,G,0,0.000000,0
131,R,524,T,CN,21504,0.000000,0
131,R,525,T,CN,21504,0.000000,0
131,R,526,T,CN,21504,0.000000,0
131,R,527,T,CN,21504,0.000000,0
132,R,128,R,L,0,0.000000,0
132,R,129,R,L,0,0.000000,0
132,R,130,R,L,0,0.000000,0
132,R,131,R,L,0,0.000000,0
132,R,133,R,L,0,0.000000,0
132,R,134,R,L,666667176,25220617.801470,160720
132,R,135,R,L,0,0.000000,0
132,R,3,R,G,0,0.000000,0
132,R,11,R,G,0,0.000000,0
132,R,19,R,G,0,0.000000,0
132,R,27,R,G,0,0.000000,0
132,R,528,T,CN,21504,0.000000,0
132,R,529,T,CN,21504,0.000000,0
132,R,530,T,CN,21504,0.000000,0
132,R,531,T,CN,21504,0.000000,0
133,R,128,R,L,0,0.000000,0
133,R,129,R,L,0,0.000000,0
133,R,130,R,L,0,0.000000,0
133,R,131,R,L,0,0.000000,0
133,R,132,R,L,0,0.000000,0
133,R,134,R,L,666667176,24703048.187276,160720
133,R,135,R,L,0,0.000000,0
133,R,34,R,G,0,0.000000,0
133,R,42,R,G,0,0.000000,0
133,R,50,R,G,0,0.000000,0
133,R,58,R,G,0,0.000000,0
133,R,532,T,CN,21504,0.000000,0
133,R,533,T,CN,21504,0.000000,0
133,R,534,T,CN,21504,0.000000,0
133,R,535,T,CN,21504,0.000000,0
134,R,128,R,L,0,0.000000,0
134,R,129,R,L,0,0.000000,0
134,R,130,R,L,0,0.000000,0
134,R,131,R,L,0,0.000000,0
134,R,132,R,L,0,0.000000,0
134,R,133,R,L,0,0.000000,0
134,R,135,R,L,0,0.000000,0
134,R,65,R,G,0,0.000000,0
134,R,73,R,G,0,0.000000,0
134,R,81,R,G,0,0.000000,0
134,R,89,R,G,0,0.000000,0
134,R,536,T,CN,21504,0.000000,0
134,R,537,T,CN,21504,0.000000,0
134,R,538,T,CN,21504,0.000000,0
134,R,539,T,CN,21504,0.000000,0
135,R,128,R,L,86016,37.962482,7
135,R,129,R,L,86016,1059.003551,12
135,R,130,R,L,86016,598.645409,10
135,R,131,R,L,86016,1069.662991,12
135,R,132,R,L,86016,1093.360093,8
135,R,133,R,L,86016,1272.345221,12
135,R,134,R,L,86016,136.239188,8
135,R,96,R,G,0,0.000000,0
135,R,104,R,G,0,0.000000,0
135,R,112,R,G,0,0.000000,0
135,R,120,R,G,0,0.000000,0
135,R,540,T,CN,21504,0.000000,0
135,R,541,T,CN,21504,0.000000,0
135,R,542,T,CN,2500001910,814113.437883,14822
135,R,543,T,CN,2500001910,174449.557114,11961
544,T,136,R,CN,167256064,20943512.755790,38542
545,T,136,R,CN,167256064,20952913.847350,38543
546,T,136,R,CN,167256064,20928866.175479,38538
547,T,136,R,CN,167256064,20960646.542151,38543
548,T,137,R,CN,167256064,20929538.681247,38538
549,T,137,R,CN,167256064,20961295.952183,38543
550,T,137,R,CN,167256064,20943923.678985,38542
551,T,137,R,CN,167256064,20953563.657929,38543
552,T,138,R,CN,167256064,20943001.587267,38542
553,T,138,R,CN,167256064,20960373.455618,38543
554,T,138,R,CN,167256064,20999443.985932,38552
555,T,138,R,CN,167256064,20952403.333324,38543
556,T,139,R,CN,167256064,21555705.464941,38542
557,T,139,R,CN,167256064,21544203.892846,38538
558,T,139,R,CN,167256064,22965794.229411,38543
559,T,139,R,CN,167256064,23527674.352228,38783
560,T,140,R,CN,167256064,21237975.738732,38542
561,T,140,R,CN,167256064,21253713.100471,38543
562,T,140,R,CN,167256064,21247888.856980,38543
563,T,140,R,CN,167256064,21225713.367806,38538
564,T,141,R,CN,167256064,21246943.156672,38543
565,T,141,R,CN,167256064,21238257.082446,38542
566,T,141,R,CN,167256064,21253483.647983,38543
567,T,141,R,CN,167256064,21225995.140470,38538
568,T,142,R,CN,167256064,21226940.096037,38538
569,T,142,R,CN,167256064,21247604.637961,38543
570,T,142,R,CN,167256064,21238963.867719,38542
571,T,142,R,CN,167256064,21253429.706776,38543
572,T,143,R,CN,167256064,229042.355076,961
573,T,143,R,CN,167256064,232389.589587,1205
574,T,143,R,CN,10321920,1939.126886,44
575,T,143,R,CN,10321920,2423.122458,52
136,R,137,R,L,0,0.000000,0
136,R,138,R,L,0,0.000000,0
136,R,139,R,L,0,0.000000,0
136,R,140,R,L,0,0.000000,0
136,R,141,R,L,0,0.000000,0
136,R,142,R,L,666667176,24861374.430744,160720
136,R,143,R,L,0,0.000000,0
136,R,151,R,G,0,0.000000,0
136,R,159,R,G,0,0.000000,0
136,R,167,R,G,0,0.000000,0
136,R,175,R,G,0,0.000000,0
136,R,544,T,CN,21504,0.000000,0
136,R,545,T,CN,21504,0.000000,0
136,R,546,T,CN,21504,0.000000,0
136,R,547,T,CN,21504,0.000000,0
137,R,136,R,L,0,0.000000,0
137,R,138,R,L,0,0.000000,0
137,R,139,R,L,0,0.000000,0
137,R,140,R,L,0,0.000000,0
137,R,141,R,L,0,0.000000,0
137,R,142,R,L,666667176,24863284.886937,160720
137,R,143,R,L,0,0.000000,0
137,R,182,R,G,0,0.000000,0
137,R,190,R,G,0,0.000000,0
137,R,198,R,G,0,0.000000,0
137,R,206,R,G,0,0.000000,0
137,R,548,T,CN,21504,0.000000,0
137,R,549,T,CN,21504,0.000000,0
137,R,550,T,CN,21504,0.000000,0
137,R,551,T,CN,21504,0.000000,0
138,R,136,R,L,0,0.000000,0
138,R,137,R,L,0,0.000000,0
138,R,139,R,L,0,0.000000,0
138,R,140,R,L,0,0.000000,0
138,R,141,R,L,0,0.000000,0
138,R,142,R,L,666667176,24863655.521384,160724
138,R,143,R,L,0,0.000000,0
138,R,213,R,G,0,0.000000,0
138,R,221,R,G,0,0.000000,0
138,R,229,R,G,0,0.000000,0
138,R,237,R,G,0,0.000000,0
138,R,552,T,CN,21504,0.000000,0
138,R,553,T,CN,21504,0.000000,0
138,R,554,T,CN,21504,0.000000,0
138,R,555,T,CN,21504,0.000000,0
139,R,136,R,L,0,0.000000,0
139,R,137,R,L,0,0.000000,0
139,R,138,R,L,0,0.000000,0
139,R,140,R,L,0,0.000000,0
139,R,141,R,L,0,0.000000,0
139,R,142,R,L,666667176,25355843.626081,160880
139,R,143,R,L,0,0.000000,0
139,R,4,R,G,0,0.000000,0
139,R,244,R,G,0,0.000000,0
139,R,252,R,G,0,0.000000,0
139,R,260,R,G,0,0.000000,0
139,R,556,T,CN,21504,0.000000,0
139,R,557,T,CN,21504,0.000000,0
139,R,558,T,CN,21504,0.000000,0
139,R,559,T,CN,21504,0.000000,0
140,R,136,R,L,0,0.000000,0
140,R,137,R,L,0,0.000000,0
140,R,138,R,L,0,0.000000,0
140,R,139,R,L,0,0.000000,0
140,R,141,R,L,0,0.000000,0
140,R,142,R,L,666667176,25218334.968253,160720
140,R,143,R,L,0,0.000000,0
140,R,11,R,G,0,0.000000,0
140,R,19,R,G,0,0.000000,0
140,R,27,R,G,0,0.000000,0
140,R,35,R,G,0,0.000000,0
140,R,560,T,CN,21504,0.000000,0
140,R,561,T,CN,21504,0.000000,0
140,R,562,T,CN,21504,0.000000,0
140,R,563,T,CN,21504,0.000000,0
141,R,136,R,L,0,0.000000,0
141,R,137,R,L,0,0.000000,0
141,R,138,R,L,0,0.000000,0
141,R,139,R,L,0,0.000000,0
141,R,140,R,L,0,0.000000,0
141,R,142,R,L,666667176,24701245.815266,160720
141,R,143,R,L,0,0.000000,0
141,R,42,R,G,0,0.000000,0
141,R,50,R,G,0,0.000000,0
141,R,58,R,G,0,0.000000,0
141,R,66,R,G,0,0.000000,0
141,R,564,T,CN,21504,0.000000,0
141,R,565,T,CN,21504,0.000000,0
141,R,566,T,CN,21504,0.000000,0
141,R,567,T,CN,21504,0.000000,0
142,R,136,R,L,0,0.000000,0
142,R,137,R,L,0,0.000000,0
142,R,138,R,L,0,0.000000,0
142,R,139,R,L,0,0.000000,0
142,R,140,R,L,0,0.000000,0
142,R,141,R,L,0,0.000000,0
142,R,143,R,L,0,0.000000,0
142,R,73,R,G,0,0.000000,0
142,R,81,R,G,0,0.000000,0
142,R,89,R,G,0,0.000000,0
142,R,97,R,G,0,0.000000,0
142,R,568,T,CN,21504,0.000000,0
142,R,569,T,CN,21504,0.000000,0
142,R,570,T,CN,21504,0.000000,0
142,R,571,T,CN,21504,0.000000,0
143,R,136,R,L,86016,570.702828,11
143,R,137,R,L,86016,151.495139,9
143,R,138,R,L,86016,1081.267176,12
143,R,139,R,L,86016,1249.538928,12
143,R,140,R,L,86016,957.342695,8
143,R,141,R,L,86016,1272.976863,12
143,R,142,R,L,86016,109.508443,7
143,R,104,R,G,0,0.000000,0
143,R,112,R,G,0,0.000000,0
143,R,120,R,G,0,0.000000,0
143,R,128,R,G,0,0.000000,0
143,R,572,T,CN,21504,0.000000,0
143,R,573,T,CN,21504,0.000000,0
143,R,574,T,CN,2500001910,832426.272907,14821
143,R,575,T,CN,2500001910,201279.582580,12322
576,T,144,R,CN,167256064,20956206.679039,38543
577,T,144,R,CN,167256064,20924904.108884,38538
578,T,144,R,CN,167256064,20939312.114178,38542
579,T,144,R,CN,167256064,20949189.990654,38543
580,T,145,R,CN,167256064,20925576.073505,38538
581,T,145,R,CN,167256064,20956856.790452,38543
582,T,145,R,CN,167256064,20949600.789586,38543
583,T,145,R,CN,167256064,20939722.689981,38542
584,T,146,R,CN,167256064,20948721.886296,38543
585,T,146,R,CN,167256064,20938843.719453,38542
586,T,146,R,CN,167256064,20955977.530318,38543
587,T,146,R,CN,167256064,20995524.903339,38552
588,T,147,R,CN,167256064,21584726.771732,38543
589,T,147,R,CN,167256064,21565594.988057,38538
590,T,147,R,CN,167256064,21577823.416549,38542
591,T,147,R,CN,167256064,21593334.364552,38543
592,T,148,R,CN,167256064,21245504.998661,38543
593,T,148,R,CN,167256064,21252218.684276,38543
594,T,148,R,CN,167256064,21237057.429461,38542
595,T,148,R,CN,167256064,21224795.497083,38538
596,T,149,R,CN,167256064,21235635.639541,38542
597,T,149,R,CN,167256064,21222897.072676,38538
